index,tweet,humor,prejudice_woman,prejudice_lgbtiq,prejudice_inmigrant_race,gordofobia,mean_prejudice,backtranslated
86966,Viendo las fotos del añonuevo de 2017 a 2018 me doy cuenta de lo gorda que puedo llegar a estarVaya momento ese,0,0,0,0,1,1.6,"Al ver las fotos de Añonuevo de 2017 a 2018, me doy cuenta de lo gordo que puedo pasar ese momento"
86793,"Hace menos de una hora estaba re mal porque me dijeron que estoy re gorda y ahora estoy pensando en comer pizzas, esto soyyyy",0,0,0,0,1,2.0,"Hace menos de una hora era malo porque me dijeron que estoy engordando y ahora estoy pensando en comer pizzas, esta isyyy"
86234,Mi madre me sirve el plato de comida mínimo soy obrera por eso es que ando de gorda jaja,0,0,0,0,1,2.4,"Mi madre me sirve el plato mínimo de alimentos, soy trabajadora, por eso soy de gordo jaja"
86122,Cuando vuelva de las vacaciones me voy a volver a matar de hambre lpm no puedo aguantar ser tan gorda xq dios xq,0,0,0,0,1,2.6,"Cuando regrese de las vacaciones, mataré a mi"
85506,"MENTION MENTION MENTION y si, antes que una gorda con barbijo amarillo me quedo con una flaquita que baile al menos. vos te debes mover sólo para agarrar pan dulce",0,0,0,0,1,2.4,"Mencione mencionar y sí, antes de un hombre gordo con barbilla amarilla, mantengo un delgado ese baile al menos. Debes moverte solo para agarrar el pan dulce"
84938,Estoy q doy asco en gorda,0,0,0,0,1,2.8,Estoy disgustado de gordo
79812,Te odiaría pero eres gorda. Así que la vida te odió primero.,0,0,0,0,1,4.2,Te odiaría pero estás gordo. Entonces la vida te odiaba primero.
79819,"La única ventaja de que un gordo y una gorda convivan, es que se van a poder bañar bien, o sea, juntos, uno al otro, porque sus manitas no llegan a todas las partes de sus propios cuerpos.",0,0,0,0,1,4.4,"La única ventaja de que una grasa y una grasa viven juntas es que podrán bañarse bien, es decir, juntos, uno a otro, porque sus manos no alcanzan todas las partes de sus propios cuerpos."
80018,Que paja cuando sabes que estás gordo pero te da más paja hacer dieta así que seguis igual de gordo,0,0,0,0,1,2.0,"Qué pajita cuando sabes que eres gordo, pero te da más paja a la dieta para que te mantengas tan grasa"
83845,"Claro que sentí envidia cuando lo ví delgado y yo estaba hecho una vaca; obvio que decirle ""gordito en pausa"" es una manifestación de envidia reprimida. ¿Por qué hice eso? Por mi incapacidad de asumir mi responsabilidad en todo esto, por creer que el éxito ajeno es el enemigo.",0,0,0,0,1,3.4,"Por supuesto que sentí envidia cuando lo vi delgado y me hicieron una vaca; Obviamente, decir ""Gordito en pausa"" es una manifestación de envidia reprimida. ¿Por que hice eso? Por mi incapacidad para asumir mi responsabilidad en todo esto, para creer que el éxito de los demás es el enemigo."
83590,que bronca me da cuando netflix te pregunta ayññ seguis ahi?? y si mogolico donde poronga me voy a ir me haces sentir una gorda de mierda que no se levanta del sillon para nada igual eso es lo que soy pero tampoco para que me lo recuerdes viste,0,0,0,0,1,3.2,"¿Qué ira me da cuando Netflix te pregunta ayññ? Y si mogolico a donde voy a ir porgo, me haces sentir una mierda gorda que no se levanta del sillón para nada igual que es lo que soy, pero para que me recuerden que viste"
8526,"MENTION MENTION Exactamente, no sabe ni que es un tanque australiano la gorda",0,0,0,0,1,3.0,"Mencionar exactamente, ni siquiera sabe que es un tanque australiano la grasa"
36767,"MENTION MENTION Si a la gorda de Ranma, que pesa 150 kilos, de un derechazo lo mandé al hospital, no sé qué pasaría contigo y tus 60 años y 50 kilos, esgolodrobo.",0,0,0,0,1,2.0,"Mencione mencionar si la mujer gorda de Ranma, que pesa 150 kilos, lo envié al hospital, no sé qué pasaría con usted y sus 60 años y 50 kilos, Esgolodrobo."
41685,MENTION La concha de tu madre Almirón justo ahora te tienen que echar gordo hijo de re mil puta me arruinaste la noche,0,0,0,0,1,2.6,"Menciona el caparazón de tu madre Almirón, ahora tienen que derramarte un hijo gordo de la puta, me arruinaste la noche"
7405,URL gorda y fea y vieja...,0,0,0,0,1,3.0,Gorda y URL fea y vieja ...
33969,gorda celulitica es mi nuevo insulto favorito,0,0,0,0,1,4.0,Gorda Cellulitica es mi nuevo insulto favorito
13239,"MENTION Los dos sexos que le convenían al capitalismo? Creo que viene de antes, gorda horrenda.",0,0,0,0,1,3.0,"¿Mencionar los dos sexos que el capitalismo adecuado? Creo que viene de antes, Gorda Horrenda."
21455,Que gorda que está Wanda.,0,0,0,0,1,2.0,Qué gordo es Wanda.
6932,"""La gorda está triunfando mami""",0,0,0,0,1,1.4,"""La Gorda está triunfando a mamá"""
11813,"MENTION MENTION No te preocupes no sos el único Copito de nieve pelotudito que camina sobre el Sol 🌞creyéndose especial.
hay mas tontas.. MENTION Esta gorda con su amiga  Latipade Verde   creyeron ser graciosas al decir que prefieren ""matar hombres para proteger ala mujer""grave error ❌👋😂 URL",0,1,0,0,1,1.7,"Mencione Mencione No se preocupe.
Hay más tonto ... La mención es gorda con su amiga Green Latipade que se cree que es divertida al decir que prefieren ""matar a los hombres para proteger las alas"" Error grave ❌👋😂"
15669,Entre una gorda y una tía fit eliges a la tía fit y entre una mansión y una chabola pues eliges la mansión. El que diga que no o es un hipócrita o un mentiroso. Habrá cosas que no cambien por mucho que la peña se empeñe. URL,0,1,0,0,1,3.6,"Entre una grasa y una tía ajustada, eliges el ajuste de la tía y entre una mansión y un deber porque eliges la mansión. El que dice no o es hipócrita o un mentiroso. Habrá cosas que no cambian sin importar cuánto se determine la roca. Url"
83928,Y ponen lo que se les canta el orto* tantas palabras te ibas a comer gorda puta,0,1,0,0,1,3.0,Y pusieron lo que el orto cantó* tantas palabras que ibas a comer puta gorda
7686,"Es curioso que la forma que tiene el feminismo de defender los derechos de las mujeres, sea poniendo en libertad a DEPREDADORES SEXUALES.",0,1,0,0,1,1.5,"Es curioso que la forma de que el feminismo tiene que defender los derechos de las mujeres, se libere a los depredadores sexuales."
32725,"Petro contrató a Nerú con un favor doble:

Nerú hará que Petro deje de ser obeso.
Petro hará que Nerú vuelva a ser gay.

7 millones por bailar en la presidencia de la república.",0,0,1,0,1,1.1,"Petro contrató a Nerú con un doble favor:

Nerú hará que Petro deje de ser obeso.
Petro hará de Nerú nuevamente gay.

7 millones para bailar en la presidencia de la República."
85995,"Sería bueno que dejen de ser sexistas. No es justo que el programa sea conducido por un hombre feo y una mujer bella. Los reto a que el programa lo conduzca una mujer gorda, canosa, medio calva y con papada (tan sabia como Héctor), o bien un hombre joven y guapo.",0,1,0,0,1,3.2,"Sería bueno si dejaran de ser sexistas. No es justo que el programa sea realizado por un hombre feo y una mujer hermosa. El desafío para que el programa fuera impulsado a una mujer gorda, gris, medio calva y con un brillo hecho (tan sabio como Héctor), o un hombre joven y guapo."
28322,MENTION Chupala gordo puto,0,0,1,0,1,3.4,Mencione Chupala Gordo Futo
83689,Las arbitras tienen que ser una gordas culias feas para que las feministas se sientan representadas jajaj,0,1,0,0,1,2.7,El arbitral tiene que ser un tipo gordo feo para que las feministas se sientan representadas jaja
2530,Ostia que el calvo gordo que iba mi gimnasio es concejal de vox y no me estraña porque iba únicamente a mirar culos y siempre iba de que lo sabía todo y era un cuñao,0,1,0,0,1,1.8,Ostia que el Gordo Calvo que iba a mi gimnasio es un concejal de Vox y no me extraña porque solo estaba mirando traseros y siempre lo sabía todo y era una cuña
23626,MENTION MENTION Pero cuando te estan culiando no te quejas gorda trola,0,0,1,0,1,1.9,"Mencione mencionar Pero cuando están culiando, no se queja Gorda Trola"
41866,MENTION ESA GORDA DE LA MENTION  NO ME CAE NADA BIEN :/ desde que dijo que el pibito que se suicido por ser escrachado era para levantar al feminismo y luego dice que es fan de la responsable de matar al niño por influir a pendejitas de 10 años a denunciar a pibes gays.,0,1,0,0,1,17.999.999.999.999.900,Menciono que la grasa de la mención no me gusta nada:/ Dado que dijo que las chicas que se suicidaron por ser escritas fueron levantar el feminismo y luego decir que es fanático de la persona responsable de matar al niño por influir en 10 - Año -old mierda para informar a los niños homosexuales.
39823,"MENTION MENTION Y ahora esta gorda y su bragueta no anda luego. Pero estos helicopteros en teoria si, osea estan mas baqueteados que tu vieja, pero no creo que Rafita haya comprado cosas que no funcionen",0,0,1,0,1,1.4,"Mención y ahora está gordo y sus bragas no van más tarde. Pero estos helicópteros en teoría sí, quiero decir que están más bañados que tu anciana, pero no creo que Rafita haya comprado cosas que no funcionan"
31842,MENTION pues tu gorda gay,0,0,1,0,1,2.0,Menciona entonces tu gordo gay
22083,"MENTION MENTION MENTION MENTION MENTION MENTION MENTION MENTION MENTION MENTION Y no es gorda, gorda es como me la pone 🤣",0,1,0,0,1,1.3,"Mencionar mencionar mencionar mencionar mencionar mencionar mencionarlo y no es gordo, la grasa es cómo lo pone 🤣"
32770,Gordofobia: miedo a las gordas,0,1,0,0,1,2.2,Gordofobia: miedo a la grasa
18074,"Obvio que no hay feminismo, si ese movimiento solo lo bancan las ""gordes resentides"" o ""exgordes resentides"" a las que les encanta victimizarse para obtener privilegios que creen merecer solo por haber nacido. URL",0,1,0,0,1,2.6,"Obviamente, no hay feminismo, si ese movimiento solo está abordado por el ""resentido gordito"" o ""ex exgordes resentidos"" que aman victimizarse para obtener privilegios que creen que solo merecen por haber nacido. Url"
12802,"- ¿Amor, estoy gorda?
+ No
- Dímelo al oído
+ No
- Ahora dímelo en el otro
+ Joder, me vas hacer dar toda la vuelta

HASHTAG   HASHTAG   HASHTAG  ",0,1,0,0,1,2.2,"- Amor, estoy gordo?
+ No
- Dime en el oído
+ No
- Ahora dime en el otro
+ Joder, vas a hacer todo

Hashtag hashtag hashtag"
13829,"Las feministas defendían los cuerpos reales, supongo que ya estarán felices con semejante realismo.
¿Alguien sabe cuánto debo comer y descuidarme para llegar a tener un cuerpo realmente deforme? URL",0,1,0,0,1,2.0,"Las feministas defendieron los cuerpos reales, supongo que ya estarán contentos con ese realismo.
¿Alguien sabe cuánto debería comer y descuidar obtener un cuerpo realmente deformado? Url"
21079,"Estoy en contra de que los Leggings sean elásticos, porque se lo puede poner desde una tía que tenga cuerpazos hasta una gorda mórbida",0,1,0,0,1,2.6,"Estoy en contra de que las polainas sean elásticas, porque se puede poner de una tía que tiene cuerpo a una grasa mórbida"
5319,"Si eres gorda, no fumes. Pareces una olla a presión.

HASHTAG   HASHTAG  ",0,1,0,0,1,2.6,"Si estás gordo, no fumes. Te ves como una olla a presión.

Hashtag hashtag"
21709,Soa Bachele...gorda corrupta y ladrona URL URL,0,1,0,0,1,1.9,Soa Bachele ... Gorda Corrupta y Thief URL URL
15941,Pudrete gorda zurda  parlanchina URL,0,1,0,0,1,3.3,Pudrete Gorda URL de la parroquia con la mano izquierda
15281,"MENTION Si es lo comunmente llamado tetas de gorda , es un hecho que si adelgazas se van",0,1,0,0,1,17.999.999.999.999.900,"Mencione si comúnmente se llama tetas grasas, es un hecho que si pierde peso"
30630,"MENTION La gorda de la primera fila no es ""lady tocino""??",0,1,0,0,1,2.9,"¿Menciono que la grasa de la primera fila no es ""Lady Tocino""?"
11026,"-Caalf ¿Te parece que estoy gorda?
-Son las 12 de la noche, dormite y dejate de buscar pelea...",0,1,0,0,1,1.4,"-Caalf ¿Crees que estoy gordo?
-Tan 12 por la noche, duermen y dejan de buscar una pelea ..."
413,MENTION MENTION Payaso vuélvete al circo con tu madre la gorda y tu padre el borracho,0,1,0,0,1,1.5,Mencione Mencione Clown Vuellvete al circo con tu madre la grasa y tu padre el borracho
17349,"MENTION Tampoco a los hombres les gustan las gordas que no hacen ejercicio, se alimentan mal y no se peinan.",0,1,0,0,1,2.4,"A los hombres a los hombres les gustan las personas gordas que no hacen ejercicio, se alimentan mal y no peinan."
29649,Las gordas deformes tienen esperanza. URL,0,1,0,0,1,2.2,Deformia Las personas gordas tienen esperanza. Url
1175,"Las gordas deberían ponerse una playera que diga ""No estoy embarazada"", luego me da coraje que ando de pendejo cediéndoles el asiento en el camión.",0,1,0,0,1,2.2,"Gordas debería poner una camisa que diga ""No estoy embarazada"", luego obtengo coraje de que camino asignando el asiento en el camión."
6635,"Porque las gordas tienen que ser metiches, inoportunas, fastidiosas, impertinentes y desagradables??",0,1,0,0,1,3.5,"¿Porque las personas gordas tienen que ser meta, inoportunas, molestas, impertinentes y desagradables?"
10789,Pobre gorda corrupta llorona....te sacaremos .....Comunacha hdp URL,0,1,0,0,1,17.000.000.000.000.000,Pobre Gorda Corrupta Llorona ... te conseguiremos ..... URL de HDP común
2381,La gorda de apt prendió el aire pero dejo las ventanas abiertas para ventilar por el covid,0,1,0,0,1,0.6,"La grasa de APT encendió el aire, pero dejó las ventanas abiertas para ventilar a través de la covid"
78916,"Normas del fútbol en el colegio

-El gordo siempre se pone de portero

-La ley de la botella:el que la tira va a por ella

-Si el dueño del balón se va, se acabó el partido

-No hay fuera de banda

-Las mujeres no juegan al fútbol

-Jugar con balones Mikasa",0,1,0,0,1,3.0,"Estándares de fútbol en la escuela

-El Gordo siempre se vuelve como portero

-La ley de botella: el que lanza la tira lo hace

-Si el dueño de la pelota se va, el juego ha terminado

-Se fuera de la banda

-Las mujeres no juegan al fútbol

-Jugar con bolas Mikasa"
78856,"Haz todo por ella; menos si es fea. Si es fea, no. (Gorda entra en esa clasificación)",0,1,0,0,1,2.7,"Haz todo por ella; Menos si es feo. Si es feo, no. (Gorda entra en esa clasificación)"
79283,"¿Por qué algunas mujeres sois tan crueles y falsas diciendo a alguien con obesidad mórbida que es una preciosidad, que es perfecta y que vaya envidia de cuerpo pero luego no desearías a vuestras mejores amigas ni madre estar como ella? Os gusta quedar bien en público y YA ESTÁ.",0,1,0,0,1,2.6,"¿Por qué algunas mujeres son tan crueles y falsas diciéndole a alguien con obesidad mórbida que es hermosa, que es perfecta y que envidia el cuerpo pero que no desearía que tus mejores amigos o madre sean como ella? Te gusta lucir bien en público y eso es todo."
79181,"Como una sinvergüenza, vaga, marrana y puerca que no sabe ni fregar portales puede llegar a ser alcaldesa, este es el nivel!!!!",0,1,0,0,1,2.1,"Como un sinvergüenza, vago, marrana y cerdo que no sabe o los portales de matorrales pueden convertirse en alcalde, ¡este es el nivel!"
79093,"Hoy vi a dos asquerosas lesbianas gordas besándose, que perro asco y todavía lo hacen en público donde hay niños, ya ni la chingan",0,0,1,0,1,2.7,"Hoy vi a dos lesbianas gordas repugnantes besándose, que un perro se disgustaba y aún lo hacía en público donde hay hijos, ni siquiera el chingan"
79004,El árbitro es un mariconazo gordo.,0,0,1,0,1,2.3,El árbitro es un fag gordo.
78969,Mario puto resentido gordo de mierda hdp mal parido aburrido chupa pija maricon culo roto!!!,0,0,1,0,1,2.6,Mario follando jodidamente alimentada hdp hdp mal aburrido Pija maricon roto!
78936,Puta gorda asquerosa🤮,0,1,0,0,1,2.6,Jodidamente jodidamente repugnante
21902," STRP   HASHTAG   HASHTAG   HASHTAG   MENTION MENTION
Tener tetas porque estas gorda es como decir que yo la tengo grande porque ella tiene 5 años.",0,1,0,0,1,2.4," Strp hashtag hashtag hashtag mención
Tener tetas porque eres gordo es como decir que lo tengo grande porque tiene 5 años."
21972,"-Caalf ¿Este vestido me hace gorda?
-La verdad que si, pero no es culpa del vestido URL",0,1,0,0,1,1.8,"-Caalf ¿Este vestido me pone gordo?
-El verdad de que sí, pero no es culpa del vestido de la URL"
90770,MENTION Ya salieron a cirticar tonta! Pero no lo ves porque eres una facha resentida con las mujeres de verdad y luchadoras. No com las de labios rojosss como tu. Tu pareces puta y bien fea y nadie te dice nada. Seguramente por la forma de tu cara eres gorda y nadie te dice nada. Respeta,0,1,0,0,1,2.7,¡La mención ya fue a Circle Silly! Pero no lo ves porque eres una fachada resentida con mujeres y luchadores reales. No me parezco a los de los labios rojos como tú. Pareces jodido y muy feo y nadie te dice nada. Seguramente por tu cara eres gorda y nadie te dice nada. Respeto
6601,"Se viene una gorda con los de los tupés.
 Firstdates 3 F  ",0,1,0,0,1,1.1,"Se acerca un hombre gordo con los de los tupés.
 Primeras fechas 3 F"
5818,"Perdón por no ser una foca, amiga feminista 😔🙏🏻 URL",0,1,0,0,1,1.6,"Perdón por no ser un sello, amiga feminista 😔🙏🏻 url"
80052,"No mame usted no está gordita, esta bastante tripona y es un tanque de trigliceridos",0,1,0,0,1,2.4,"No te mame, no eres gordito, es un gran enamorado y es un tanque de triglicéridos"
80007,Todos conocemos a esas feministas cuerpo de orca que se sienten molestas por ver mujeres delgadas como modelo ideal. No son diferentes esas femis a los lujuriosos que sienten cositas en la cabeza nada más porque alguien publica su castidad en twitter.,0,1,0,0,1,1.9,Todos conocemos al cuerpo de estas feministas que se sienten molestas al ver a las mujeres delgadas como un modelo ideal. Esas femis no son diferentes de las lujuriosas que sienten las cosas en sus cabezas tan pronto como alguien publique su castidad en Twitter.
79939,A mi me odian los gordos y losvnegros... Sabiendo que soy un amor con ellos. :(,0,0,0,1,1,2.2,Me odian gordos y vnegers ... sabiendo que soy un amor de ellos. :(
39137,"-Mamá, ¿qué es el racismo?
+Algo que no debería de existir, hijo... como los negros. HASHTAG   HASHTAG   HASHTAG    Risas  ",0,0,0,1,0,4.4,"-Mame, ¿qué es el racismo?
+Algo que no debería existir, hijo ... como los negros. Hashtag hashtag hashtag se ríe"
79661,Todos los negros deberían ser esclavos O.O,0,0,0,1,0,4.6,Todos los negros deberían ser esclavos o.o
79660,"Mi trabajo no puede quedar mal, pero dependo de un grupo de pedantes, ignorantes, irresponsables, malditos negros inmigrantes subhumanos con un agresivo retraso mental.",0,0,0,1,0,3.8,"Mi trabajo no puede verse mal, pero dependí de un grupo de subhumanos pedantes, ignorantes, irresponsables y malditos inmigrantes negros con un retraso mental agresivo."
79659,"Yo creo que el hambre en el mundo se iría si muriesen todos los negros, absolutamente todos",0,0,0,1,0,4.4,"Creo que el hambre en el mundo se iría si todos los negros murieran, absolutamente todos"
79658,Deja de llorar negro de mierda,0,0,0,1,0,3.0,Deja de llorar de mierda
79656,"Laburando como hombre de piel oscura por 1,96 USDT la hora.",0,0,0,1,0,2.6,Trabajando como hombre de cuero oscuro por 1.96 USDT.
79653,maten a todos los negros son un asco!,0,0,0,1,0,4.0,¡Matar a todos los negros son asco!
79652,"Voy a Pasco y Salta y se llena de negros, todos unos negros de mierda, ojalá se extingan son una plaga, no puedo pasar por la calle sin miedo de que me robe un negro hijo de puta, ojalá mejore este país y los maten a todos los negros vagos.",0,0,0,1,0,4.6,Voy a Pasco y salto y lleno con negros negros negros.
79651,"Lo siento por la forma de decirlo pero, qué asco de moros. Ojalá todos echados a su país. Allí se ríen menos y tienen menos libertad. Los matan.",0,0,0,1,0,4.0,"Lamento cómo decirlo, pero qué disgusto de moros. Espero que todos arrojan a su país. Allí se ríen menos y tienen menos libertad. Los matan."
79650,"MENAS NO, GRACIAS",0,0,0,1,0,2.4,"Menas no, gracias"
79648,Putos moros solo sirven para comer kebab y robar por las noches,0,0,0,1,0,4.2,Los moros solo sirven para comer kebab y robar por la noche
79643,Veo a mucha gente que no sabe posicionarse en esta guerra y lo veo normal al no haber moros en ninguno de los bandos.,0,0,0,1,0,3.0,Veo a muchas personas que no saben cómo posicionarse en esta guerra y lo veo normal porque no hay moros en ninguno de los lados.
79642,Y salir de esta mierda de moros y demás escorias,0,0,0,1,0,3.2,Y sal de esta mierda de moros y otras escorias
79663,Unos NEGROS DE MIERDA es lo único que son.,0,0,0,1,0,3.2,La mierda negra es lo único que son.
79641,"Los moros de mierda si se muerden la lengua, se mueren y todo.",0,0,0,1,0,3.8,"La mierda se deleita si se muerden la lengua, mueren y todo."
79638,estos neros apestoos y terroristas dben desapareser del planeta carajo toodods los muslmanes por que son terroristas y bagos y cochinos ca,0,0,0,1,0,4.6,Estos apestos y terroristas Dben desaparecen del planeta Fuck Toodods a los musulmanes porque son terroristas y bagos y cerdos cachinos
79637,"hispanoarabe?? la primera vez que escucho eso, MOROS de mierda",0,0,0,1,0,3.4,"Hispanoarabe ?? La primera vez que escucho eso, mieras de mierda"
79636,"Es que esos musulmanes son todos extremistas y terroristas, es humor y libre expresión"" Digan lo mismo sobre el niño sirio.",0,0,0,1,0,4.4,"Es que estos musulmanes son todos extremistas y terroristas, es humor y libre expresión ""dicen lo mismo sobre el niño sirio."
79635,Vuélvete a tu país pero no de vacaciones. No vuelvas moro de mierda.,0,0,0,1,0,3.8,Obtenga su país pero no de vacaciones. No devuelvas mierda.
79633,Eso en madrid no pasa y te digo por qué. Como vea a un moro de mierda intentando algo. Lo degollamos como un cordero. Esto no ha hecho más que empezar. Los cazadores ahora serán las presas. Porque los españoles nos cagamos en su raza. Desde ahora empieza la purga.,0,0,0,1,0,4.4,Eso en Madrid no sucede y te digo por qué. Mientras ves una mierda Moro intentando algo. Lo matamos como un cordero. Esto solo ha comenzado. Los cazadores ahora serán las presas. Porque los españoles se mieran en su raza. A partir de ahora comienza la purga.
79631,España necesita menos moros y más ucranianos.,0,0,0,1,0,2.8,España necesita menos moros y más ucranianos.
79628,Estoy hasta la polla de los putos peluqueros moros que hacen lo que les da la puta gana. Que me cortes bien el pelo puto retrasado,0,0,0,1,0,3.4,Incluso soy la polla de los malditos moros que hacen lo que les da la puta. Que mi cabello retrasado se corta bien
79626,El grupo de menas dándome ventaja después de que les diga que no tengo un triste cigarro,0,0,0,1,0,3.0,El grupo de menas me da una ventaja después de decirles que no tengo un cigarrillo triste
79625,Los Menas venían a apuñalar a nuestra gente o a pagar las pensiones?,0,0,0,1,0,3.4,¿Los Menas vinieron a apuñalar a nuestra gente o pagar pensiones?
79624,La MENTION y la MENTION se pueden ir a la misma Mierda con sus Inmigrantes,0,0,0,1,0,2.6,La mención y la mención pueden ir a la misma mierda con sus inmigrantes
79623,"Ha nacido aquí y habla como si llevara 3 meses en España.
¿Qué tipo de integración es esa?",0,0,0,1,0,2.2,"Nació aquí y habla como si hubiera estado en España durante 3 meses.
¿Qué tipo de integración es esa?"
79622,mexicanos negros de mierda,0,0,0,1,0,3.2,Mierda negra mexicanos
79639,miercoles con m de moros de mierda,0,0,0,1,0,3.2,Miércoles con m de mierda
79666,me robaron el celular pero más caro les va a salir el arreglo de todas las ventanas a los negros hijos de puta,0,0,0,1,0,3.2,"Robaron mi teléfono celular, pero más caros saldrán de la disposición de todas las ventanas a los hijos negros de la puta."
79670,"Por hijo de puta, negro de mierda",0,0,0,1,0,3.4,"Por hijo de perra, mierda negra"
79672,"Putos negros guarros de mierda, pegaros patadas entre vosotros",0,0,0,1,0,3.4,"Guarros de mierda de mierda negra, golpeándote entre ti"
79730,De verdad tenemos que aguantar a estos monos de mierda ? Putos moros.,0,0,0,1,0,3.2,¿Realmente tenemos que soportar estos monos de mierda? Moros.
79729,"Veis progres? Los ucranianos si son refugiados,los menas de Marruecos NO.
A ver si aprendéis a diferenciar.",0,0,0,1,0,3.4,"¿Ves progreso? Ucranianos si son refugiados, Menas de Marruecos.
Veamos si aprende a diferenciar."
79728,Podríamos mandar a Ucrania a luchar a todos los MENAS y okupas que nos sobran y así matábamos dos pájaros de un tiro.,0,0,0,1,0,3.2,"Podríamos enviar a Ucrania para luchar contra todos los Okupas que quedan y, por lo tanto, matamos a dos pájaros de un disparo."
79727,"He retuiteado varios tweets que hablan de un tal Morad, si os soy sincero no tengo ni pajolera idea de quién es el moro este de mierda.",0,0,0,1,0,3.2,"He retuiteado varios tweets que hablan de un morad, si soy sincero, no tengo una idea de pijolera de quién es el páramo de la mierda."
79726,"La gente se piensa que tengo odio a los negros, eso es mentira, me encantan cómo limpian",0,0,0,1,0,4.0,"La gente piensa que tengo odio por los negros, eso es mentira, me encanta cómo limpian"
79724,"No es por ser racista pero 
Los negros no deberían existir",0,0,0,1,0,5.0,"No es por ser racista pero
Los negros no deberían existir"
79723,NEGRO MOGOLICO ESTUPIDO HIPPIE ROÑOSO AUTISTA DOWN LELO ESTUPIDO TARADO BOLUDO BOBO RETRASADO DISCAPACITADITO SUCIO MUGROSO INDUCHABLE INSERVIBLE INVIABLE IRRECUPERABLE PERRO MUERTO SIDOSO PAJERITO PELOTUDO OJALA QUE TE MATE UN POLICIA POR NEGRO,0,0,0,1,0,4.4,Black Mogolic Stupid Hippie Redistic Autistic Down Lelo Estúpido Tarado Boludo Fool -Desechado engañado Dirty Dirty Dirty Insilable Descuento INMABLADO IN IN INESRecuable perro muerto Sidoso Sidoso Pajerito Pelotudo Espero que te mates a un policía por negro
79720,negros   haciendo cosas de negros  la selva haven idoa nosotros,0,0,0,1,0,2.4,Los negros haciendo cosas negras la jungla se han ido
79716,"Mis hijas me han pedido que les pase la agenda España de VOX. También me dicen que la mayoría de sus amigos los van a votar .Hay mucha esperanza. Lo malo de todo esto es que su voto va a contar igual que ,el de los inmigrantes ilegales que nos está metiendo el psicópata",0,0,0,1,0,2.2,Mis hijas me han pedido que pase la agenda de España Vox. También me dicen que la mayoría de sus amigos votarán por ellos. Hay muchas esperanzas. Lo malo de todo esto es que su voto dirá lo mismo que el de los inmigrantes ilegales que el psicópata nos está poniendo
79710,"Como voy a ser racista, si trato a mis amigos negros como lo que son, esclavos",0,0,0,1,0,4.8,"¿Cómo seré racista? Si trato con mis amigos negros como lo que son, esclavos"
79702,Hola negros de mierda Hoy me levanté muy racista bola de negros Negros putos pendejos de mierda Váyanse a la verga negros Los amo uwu,0,0,0,1,0,3.6,Hola mierda negros hoy me puse muy racista negro silbato negro estúpidos ir a la polla negra que los amo uwu
79701,Te ojean losvnegros de mierda,0,0,0,1,0,3.4,Agregaste la mierda
79700,negros=delincuencia,0,0,0,1,0,4.2,NEGROS = crimen
79699,los negros son una pandemia,0,0,0,1,0,4.0,Los negros son una pandemia
79694,Malditos putos negros de mierda,0,0,0,1,0,3.2,Maldito negro jodidamente follando
79693,Como siempre digo -1 Si no les gusta a los negratas que se regresen a África.,0,0,0,1,0,3.2,Como siempre digo -1 si a los negros no les gusta regresar a África.
79692,"Putos negros los considero la raza inferior, ojala vuelvan los nazis",0,0,0,1,0,4.6,"Black Fucking los considero la raza inferior, espero que los nazis vuelvan"
79689,A los negros/as que cruzan la calle con el semáforo en verde directamente hay que pisarlos,0,0,0,1,0,4.4,A los negros que cruzan la calle con el semáforo verde directamente tienen que pisarlos
79688,malditos negros no saben hacer nada mejor que los maten !😡😡  sigan me    negros Fuera    apoyo Rasismo,0,0,0,1,0,5.0,¡Malditos negros no saben cómo hacer nada mejor que matarlos!
79685,Trinidad y Tobago una isla de mierda de negros hijos de puta que un tsunami la debería desaparecer de la faz de la tierra.....,0,0,0,1,0,3.2,Trinidad y Tobago una isla de mierda de hijos negros de puta que un tsunami debería desaparecer de la faz de la tierra .....
79684,"Me quisieron entrar a robar en el local donde laburo dos negros hijos de puta y me chupa un huevo que me traten de racista o lo que sea, pero la única forma de que se termine esto es matándolxs uno por uno, un tiro y al cajón, corta la bocha. HIJOS DE REMIL PUTAS",0,0,0,1,0,4.6,"Querían robar en el lugar donde dos hijos negros de perra y chupa un huevo que me trata como racista o lo que sea, pero la única forma de terminar esto es matar uno por uno, un tiro y el cajón, cortar el tazón. Hijos de las putas de remil"
79681,"- No queremos policías negros, a donde iríamos a parar, ya nos basta con lo de las faltas de ortografía y la estatura.
- Soy el negro del Whatsaap.
- Admitido.",0,0,0,1,0,3.4,"- No queremos a la policía negra, a donde iríamos, es suficiente para las faltas de ortografía y altura.
- Soy el negro de Whatsaap.
- Admitido."
79680,Putos negros odio los negros. Su diseño ya demuestra maldad,0,0,0,1,0,4.0,Fucking negro odio a los negros. Su diseño ya demuestra el mal
79679,"Hoy un cliente me contó que unos negros de mierda le robaron en el nueva esperanza, y además lo cagaron a palos..le quebraron costillas, le hicieron mucho daño y ustedes todavía no se convencen de que hay que eliminar uno por uno a estos hdp?",0,0,0,1,0,4.4,¿Hoy un cliente me dijo que algo de mierda negro?
